doc_id,screen_name,party,message
4794,RepEspaillat,Democrat,Tomorrow is Shred Day! Join our efforts to protect the personal and sensitive information for #NY13 residents
4795,repmialove,Republican,A message for Slade- Keep fighting!  Utah is blessed to have a top-ranked children's hospital like Primary Children's Hospital in the state. #ChildrensHospitalWeek
4796,RepCharlieCrist,Democrat,Fannie Mae is offering relief options for homeowners & servicers in areas impacted by Hurricane Irma like Pinellas County. More here: http://www.fanniemae.com/portal/about-fm/hurricane-relief.html#/!
4797,RepRobWittman,Republican,Want to know what a typical day is like for me in DC? Watch this short video!
4798,SenatorKaine,Democrat,Just want to say thank you to the thousands of folks reaching out to my offices around Virginia to share your opinions and concerns this week. I'm listening! We appreciate your patience as we deal with a very high volume of calls and correspondence.
4799,RepRubenGallego,Democrat,"Join my staff at the Noah Balsz Health Center this Saturday.   Health Center staff will offer well child checks, immunizations and giveaways to help families get ready for school."
4800,johnmccain,Republican,"16 years ago, US and coalition forces began combat operations in Afghanistan to eliminate the al-Qaeda terrorists who attacked our nation and remove the Taliban regime that gave them sanctuary. Few would have predicted that 16 years later, we would still be fighting what has become America’s longest war.  Unfortunately, since the President made his announcement of an Afghanistan strategy, Congress still does not know many of the crucial strategic details. This is completely unacceptable.  We want to be your partners. But we will not be a rubber stamp for any policy or president. We must be well-informed. We must be convinced of the merits of the administration’s actions. And unfortunately, we still have far more questions than answers about this new strategy.  We still do not know how the President’s new strategy will better enable us to achieve our stated objectives. In short, it remains unclear why we should be confident that this new strategy could turn the tide in Afghanistan or bring us meaningfully closer to success than its failed predecessors."
4801,RepDanDonovan,Republican,"This week, we celebrated the one-year anniversary of the 21st Century Cures Act becoming law. This legislation is helping deliver new lifesaving treatments, but there is still much work to be done to help patients. I recently spoke at a hearing on Alzheimer’s disease and its impact on our global community. This topic is especially personal to me because of my own mother’s struggle with Alzheimer’s. We must continue examining potential options for prevention and treatment of this devastating disease."
4802,JimCooper,Democrat,Check out our Instagram story of the Civil Rights Room at the Nashville Public Library! #BlackHistoryMonth #inspiration  http://www.instagram.com/repjimcooper
4803,SenatorJohnHoeven,Republican,Congratulations to our former intern Cara Mund on being crowned #MissAmerica 2018. Mikey and I were watching the pageant on TV and cheering for Cara throughout the competition. She did a fabulous job and we could not have been more excited when she won. Cara is well-deserving of the crown and does a wonderful job representing North Dakota. We have no doubt she will continue to make our state proud during her reign as Miss America.
4804,senbennetco,Democrat,#DefendDACA: Speaking live on the Senate floor about the President's cruel decision today to rescind DACA and our need for legislation to protect Dreamers. #DreamAct
4805,RepMikeJohnson,Republican,I discussed tax reform today with Robert & Erin on the KEEL Morning Show...
4806,mdiazbalart,Republican,I was encouraged by our meeting with OAS Secretary Luis Almagro. We have great hope for people of Cuba + know he understands their plight.  Me alentó nuestra reunión con el Secretario de la OEA Luis Almagro. Tenemos grandes esperanzas para el pueblo de Cuba + sabemos que usted no se confunde.
4807,RepDaveJoyce,Republican,"Social Security Update: Today, the Social Security Administration announced that Monthly Social Security and Supplemental Income (SSI) benefits for more than 66 million Americans will increase 2.0 percent in 2018.  To learn more about this benefit increase, visit the Social Security Administration’s page: https://www.ssa.gov/cola/"
4808,RepresentativeDougCollins,Republican,"As we celebrate #MadeInAmerica with President Trump, I'm proud to highlight the work of Honor Defense in Gainesville.   Honor Defense is American-owned and offers products made in America as they collaborate with other American-owned suppliers and machine shops, describing their company as ""All American, no apologies.""  This is the spirit of American ingenuity that has built our economy, supports our communities, and reflects the character of so many in #GA09."
4809,RepSeanMaloney,Democrat,"I made a final effort to save #NetNeutrality today in Congress. We lost this battle but the war sure isn’t over. Millions of people care about Net Neutrality and I’m confident that everyday Americans, committed groups, and lawmakers alike will work to make this right no matter how long it takes."
4810,RepRonEstes,Republican,"Awesome video of the B-29, Doc, taking off and flying."
4811,reptrentkelly,Republican,We must resist any attempt to disrupt our ability to govern. Please read my newsletter to learn more. #MS01 ↓
4812,RepBonnie,Democrat,"The facts are clear. Climate change is a global crisis that requires not only international cooperation, but also, the United States’ leadership as the world’s second largest contributor. Scott Pruitt and Donald Trump are so hell-bent on dismantling the progress of President Obama, not realizing that clean energy expands our economy and creates good-paying jobs - promises they have yet to make good on.  My full statement: https://goo.gl/qn9q9f"
4813,RepJudyChu,Democrat,You mean when being a woman was a preexisting condition and millions went bankrupt or without healthcare? No thanks.
4814,repvisclosky,Democrat,"Happy 101st Birthday to the National Park Service!  I am proud that the Indiana Dunes National Lakeshore in the First Congressional District provides us with such incredible recreational opportunities and draws a constant stream of new visitors to our region. In honor of this birthday, entrance fees for all our national parks, including the Indiana Dunes National Lakeshore, are waived for today."
4815,RepChrisCollins,Republican,Thanks to the 8th graders from Barker Middle School for letting me crash your photo today on the steps of the Capitol. Enjoy your time in DC.
4816,RepJackBergman,Republican,"Looking forward to the Veterans roundtable in Ontonagon this afternoon. If you are a Veteran and would like to talk about the work we are doing in Congress to reform the VA, stop in to the county courthouse at 1:30."
4817,senshelley,Republican,The Upward Bound program at West Virginia State University has helped so many West Virginia students. I reiterated its importance to U.S. Department of Education Secretary DeVos today during a hearing and encouraged her not to throw away this important relationship.
4818,lloyddoggett,Democrat,"After months of Donald Trump and his cohorts denying that he is guilty of obstruction of justice, his lawyer now argues that a President cannot be found guilty of obstruction of justice. It's claimed that Trump is above the law and immune from prosecution. As the evidence of his wrongdoing grows, Trump didn’t do it, but if he did, he allegedly cannot be held accountable. Taking a page from Nixon, ""when the President does it, it is not illegal.""  Sounds like the authoritarian approach to government with which around the world Trump appears so enamored."
4819,RepLouCorrea,Democrat,"Our deported veterans served with honor. If you serve honorably, you should get your citizenship."
4820,RepLukeMesser,Republican,"Tip for all the dads out there: NEVER miss a chance to embarrass your teenager! Loved having my daughter, Emma, with me at work today!"
4821,RepSamJohnson,Republican,"ALSO, the House Committee on Energy and Commerce is marking up their portion of the American Healthcare Act to repeal and replace Obamacare.  To watch their mark-up LIVE, tune in here: https://energycommerce.house.gov/hearings-and-votes/markups/markup-committee-print-and-h-res-154"
4822,RepSarbanes,Democrat,Great meeting U.S. Ambassador to Greece Geoffrey Pyatt today.
4823,SenatorToddYoung,Republican,Grateful our office was able to join Senate Committee on Veterans' Affairs to participate in Marine Toys for Tots Foundation collection. Thanks to all those who donated – Your generosity will bring joy to so many families this holiday season.
4824,RepMimiWalters,Republican,"#CA45 vets, don't wait any longer to get your U.S. Department of Veterans Affairs questions resolved.  My office may be able to help.  Join us at Villa Park City Hall on Tuesday to learn more!"
4825,RepTedLieu,Democrat,"Mark your calendars! Admission will be waived at all National Park Service sites on April 15-16 and April 22-23 in honor of National Park Week! Take advantage of these days to get out and #FindYourPark!  Check out some of these events in Santa Monica Mountains: - Santa Monica Mountains NRA, Saturday, 4/15, 3:00pm-5:00pm, A Walk into the Chumash World - Santa Monica Mountains NRA, Saturday, 4/22, 10:00am-11:30am, The Ways of a Chief: Interactive Scavenger Hunt for Children - Santa Monica Mountains NRA, Sunday, 4/23, 10:00am-12:00pm & 1:00pm-3:00pm, Animal Spirit Necklace Workshop  Get more info here: https://www.nps.gov/planyourvisit/index.htm"
4826,RepNewhouse,Republican,"Congressional App Challenge winners Tobias Williams, Elijah Stidham, Jamas Middleton, and their Tri-Tech Skills Center teacher, Mat Adelmund, from Kennewick were recognized today for their their app called ""Trinity Complex."" The app is an open world, first-person game in which the player must navigate through a virtual environment to collect six keys. You can see a preview here: https://www.youtube.com/watch?v=RKhZiqz8BZQ"
4827,SenBrianSchatz,Democrat,I asked Trump’s health department secretary if secret Trumpcare meetings with 13 men would benefit from having a woman involved.  He wasn’t sure.
4828,SenatorTedCruz,Republican,"My priorities from day one in the Senate have been jobs and economic growth. Those are the priorities of Texans all across the state. Texans want more jobs, more opportunity, and higher wages. And we can achieve those priorities by lifting the regulatory burdens of Washington off the backs of small businesses, farmers, ranchers and job creators. By simplifying the tax code, and by repealing Obamacare, which has been the biggest job killer in the country. I am spending every waking moment, day and night, working to deliver on the promises made to the American people and to Texas families.  http://bit.ly/2v3knoB"
4829,congressmanrodblum,Republican,Heading to votes on amendments on appropriations.  #IA01
4830,RepRodneyDavis,Republican,"Counting down the minutes until tonight's telephone town hall. If you're free at 6:30pm CST but haven't signed up, you can stream online here: https://apps.facebook.com/videoteleforum/streaming.php?client=11451  Otherwise, stay by the phone and we'll give you a call soon."
4831,RepBonnie,Democrat,"This morning, our nation awoke with grief and despair after learning of the largest mass shooting in our modern history. We will forever hold in our hearts the men and women who tragically and unjustly lost their lives and pray for healing for the wounded, missing and their loved ones.  I am desperate for Congress to take on gun safety reform. How many more innocent Americans do we have to mourn?  My full statement here: https://goo.gl/jV2FKb"
4832,SenJackReed,Democrat,Thanks to everyone who spoke out against Trumpcare.  Your voices made all the difference.
4833,RepTulsiGabbard,Democrat,"UPDATE: Tune in to Hawaiʻi Public Radio at 11am HST on Monday 12/4 to hear Rep. Tulsi Gabbard discuss her bipartisan bill to end to taxpayer-funded settlements, empower survivors and hold sexual predators in Congress accountable."
4834,repohalleran,Democrat,"Last week, my staff worked with the Northern Arizona VA to present a cultural sensitivity training for staff. It is important for VA staff to understand what is culturally appropriate as they work with Native American veterans and their families."
4835,RepFrenchHill,Republican,Senator John Boozman and I sent a letter to U.S. Department of Veterans Affairs David Shulkin today asking him to swiftly resolve the ongoing solar panel construction delays at the John L. McClellan Memorial Veterans Hospital in Little Rock.   Click the link to read the full letter.
4836,CongressmanBradSchneider,Democrat,"We all share the aims outlined by President Trump of a stable and secure Afghanistan and eliminating the terrorist networks harbored there. However, the President’s speech was short on crucial details. Absent a specific strategy to accomplish clearly articulated objectives, as well as support for our diplomatic efforts to secure a political resolution, I fear the United States will be further drawn into an open-ended conflict with no clear path to victory. I urge the Administration to demonstrate to the Congress and American people that there is a comprehensive strategy as soon as possible."
4837,RepRoybalAllard,Democrat,"What an honor to join House Democratic Leader Nancy Pelosi and so many of my fellow LA-area leaders at #CHIRLA (Coalition for Humane Immigrant Rights) headquarters to urge Congress to pass my #DreamAct!  We heard from some of the many young #immigrants protected by #DACA.  These young men and women are our teachers, our scientists, our researchers, and our doctors.  They help to improve the quality of life in our neediest communities.  To sign up for DACA, they trusted our government with their personal information.  It would be a disgrace for our government to betray their trust.  Their stories remind us why is it critical for Congress to pass the Dream Act!  #ProtectDreamers"
4838,repdavereichert,Republican,"Today, the Ways and Means Committee held a hearing with United States Trade Representative Robert Lighthizer. I talked about how important trade is to Washington and asked Ambassador Lighthizer about the Administration’s plans to expand and strengthen America’s trade relationships with our foreign partners. I strongly believe we must pursue new bilateral agreements because we cannot be left behind as our competitors race forward with other agreements. I look forward to working with the Ambassador and the Administration to make sure we grow America’s economy and increase opportunities for Washington’s farmers, workers, business owners, and consumers. To listen to the questions I asked Ambassador Lighthizer, click the link below."
4839,ChelliePingree,Democrat,"In 2015, U.S. farmers sold $8.7 billion in local food directly to consumers, restaurants, retailers, and other local businesses. But with the right resources, and more help for consumers to buy locally, it could be even more. That's why I'm so proud to introduce HR 3941, the bipartisan Local FARMS Act. Improving programs for farmers, piloting food-as-medicine programs, expanding local food programs for veterans--this bill has a little bit of everything to grow our economy while widening people's access to healthy food. Check out all the details at pingree.house.gov/localfarmsact."
4840,RepAdamSmith,Democrat,Habitat for Humanity does incredible work in our community everyday to build homes and give families hope. It is always great to have them stop by my DC office to update my staff and me on their work to assist those who need a helping hand build a better life for themselves and for their families. @habitatskc @tacomahabitat
4841,RepTedBudd,Republican,"Let me take a minute to give an update on what’s going on over in the Senate, in regards to health care.   Yesterday afternoon, the Senate voted in favor of proceeding to debate how we should reform our country’s health system. Over the next couple of days, members of the Senate will debate and vote on many amendments aimed to improve our health care system.   The Constitution requires any bill that seeks to make changes to taxes needs to start here in the House, which is why the Senate could not begin this process until the House passed a bill. In early May, we sent the American Health Care Act over to them. Since then, Senators have been engaged in a lengthy debate on how best to reform our healthcare system. With a divided conference, like ours, finding consensus is never easy.   At the end of this process, it’s my hope that the Senate sends us back a product that will lower premiums for people buying on the individual marketplace and repeals the individual mandate, ensuring that Americans aren’t forced to buy health insurance by the federal government against their own will.   I’ll have more thoughts on this as the week progresses. In the meantime, we will be working."
4842,Representative.Martha.Roby,Republican,"I was honored to host Defense Appropriations Chairwoman Kay Granger for a visit to the 187th Fighter Wing and Maxwell-Gunter AFB this weekend. Her visit comes amid our work to ensure the military is properly funded and as the Air Force nears a decision on where to assign the F-35 Joint Strike Fighter. For two years now we have been making the case for why Montgomery and the 187th would be a great fit for this next generation fighter, and I remain confident in our chances."
4843,repmacthornberry,Republican,"Today, the House passed the PRIVATE Act to protect troops from nonconsensual sharing of intimate images by other military members. I continue to be disturbed by deplorable acts that degrade our service members.  I am encouraged, however, that the House took swift and significant action to begin addressing the issue by strengthening the UCMJ to ensure that personnel are protected and that perpetrators are held appropriately accountable.  I credit Rep. McSally’s strong leadership in bringing Members together and in getting action quickly on this measure."
4844,116058275133542.0,Republican,"Check out these #StoriesFromOhio and around the country about how Obamacare has affected patients, families, millennials,  self-employed individuals, small business owners and retirees. Looking forward to working with Representative Pat Tiberi and the entire Committee on Ways and Means on a #BetterWay for Ohio and our nation. http://bit.ly/2j8cgjz"
4845,repcurbelo,Republican,"The IRS VITA program is critical to low-income families and small business owners trying to keep more of their hard-earned money in their pockets with free, accurate and safe tax preparation services. Grateful to have had United Way of Miami-Dade in Washington this week to testify at Committee on Ways and Means about their important work with the VITA program for South Florida families."
4846,SenatorCortezMasto,Democrat,"If confirmed as our next Secretary of Energy, former Texas Governor Rick Perry could determine the fate of Yucca Mountain. At his confirmation hearing today, I made sure Gov. Perry knows Nevadans do not want a nuclear dumping site in our backyard."
4847,RepJoshG,Democrat,Great to join Steve Scott to discuss my bipartisan tax cut solution. We need to stop the Tax Hike Bill in Congress. Listen to the interview at http://newyork.cbslocal.com/audio/880-extras/fixing-the-tax-bill/   and check out my plan at https://gottheimer.house.gov/uploadedfiles/tax_cut_plan_12_5_17_11_30am_c__final.pdf
4848,RepMarkDeSaulnier,Democrat,"The appointment of former FBI Director Robert Mueller to special counsel is a significant step in the investigation into President Trump’s campaign and connections to Russia, and offers reassurance that our government institutions are holding up under enormous pressure.  http://bit.ly/2qykuCQ"
4849,senatorlamaralexander,Republican,"From today’s Cleveland Daily Banner: U.S. Sen. Lamar Alexander (R-Tennessee) told the Kiwanis Club of Cleveland on Thursday that people should start focusing on the good about America. “It’s easy to say what’s wrong with our country,” Alexander said. “I think it’s easier to say what’s right with it and the Fourth of July week is a pretty good time to think about that.”"
4850,repjimrenacci,Republican,"Today, my staff attended the Ribbon Cutting Ceremony for the grand opening of a new restaurant in Parma Heights, India Grill. I wish them the best of luck in their new business."
4851,RepJimBanks,Republican,"Thank you to my friend, Family Research Council President Tony Perkins, for spotlighting the ethical concerns with this risky research technique. My legislation, the Patients First Act of 2017, would prioritize life-saving research while protecting embryos that can't protect themselves ↓"
4852,RepMimiWalters,Republican,"Democrats promised the ACA would provide all Americans with affordable healthcare.  Instead, the ACA has delivered dramatic premium increases of nearly $3,000 for the average household.  Orange County residents can’t afford a healthcare system that doesn’t deliver on its promises. You deserve better."
4853,HurdOnTheHill,Republican,It's an honor to serve the Del Rio community! https://hurd.house.gov/media-center/press-releases/commercial-flights-del-rio-back-air
4854,CongressmanBoyle,Democrat,"I am committed to ending gun violence in America. Today, I join my offices in DC, Olney (Phila), Norristown, Glenside, and Northeast (Phila) in showing support for that effort by wearing orange. We do it for the 93 Americans who are killed and the hundreds injured by gun violence every day.  #WearOrange"
4855,RepMimiWalters,Republican,North Korea's nuclear test demonstrates an advancing capability that endangers our homeland. This is the most urgent national security threat facing our Nation and we must exercise all means to ensure the safety of the American people.
4856,RepDavidEPrice,Democrat,"Great visit to Hodge Road Elementary in Knightdale, a dual language immersion magnet program. We must prioritize foreign language education -- my bipartisan World Language Advancement and Readiness Act would support language immersion and other innovative programs."
4857,repgosar,Republican,"One of the most important responsibilities I have as Representative for Arizona's 4th District is to nominate exceptional young men and women to join the ranks of the greatest military academies in the world.   If you or someone you know is interested in applying to attend one of the U.S. service academies, share this flyer and click this link to learn more about the nomination process: https://gosar.house.gov/serving-you/military-academy-nominations  Remember: the deadline to turn in the full application is October 31, 2017!"
4858,RepGrothman,Republican,"I applaud the decision today by President Trump to move the U.S. embassy in Israel to Jerusalem. Jerusalem is Israel's legitimate capital. By moving our embassy there, we're sending a message of support to our strongest ally in the Middle East."
4859,RepAndyBarr,Republican,"Chairman Jeb Hensarling has been a great friend and mentor since the beginning of my service in Congress and on the House Financial Services Committee.  Throughout his time in the House, Jeb has been a leading champion of conservative principles and policies. I want to thank him for his dedication to our committee and for his service to the House of Representatives.  His leadership will be missed."
4860,RepJimBanks,Republican,"I enjoyed joining Soledad O'Brien & Congressman Raja Krishnamoorthi - Congressman, IL-8 again on Matter of Fact to discuss current issues and what I’m hearing from Hoosiers."
4861,ChelliePingree,Democrat,"As part of #MaineGleaningWeek, I'd like to thank all the dedicated Mainers who take to our orchards and fields to collect unharvested crops for neighbors in need. You can find out about gleaning activities going on this week through the Maine Gleaning Network.  Supporting gleaning is just one step my bill, the Food Recovery Act, takes to reduce food waste and address hunger in our communities. Find out more at https://pingree.house.gov/foodwaste"
4862,repbrianmast,Republican,"Integrity is more than a word to service members, so if we say we will reach out to a brother or sister because we need help, then we will do it. Anything we can do to prevent even one veteran from harming them self is worth it.  As veterans, we have a unique shared experience, and as a result, we know how to look out for ourselves, each other, and what warning signs to look for. It’s important that we take care of each other, and I know from my experience serving with some of the greatest men and women that if we say we’ll look out for each other, we’ll do it."
4863,repsaludcarbajal,Democrat,"Great to catch-up with and congratulate a fellow veteran, Congressman Don Bacon this morning on the passage of the Gold Star Family Support and Installation Access Act. I'm proud to have worked with Rep. Bacon on this bipartisan bill which ensures the loved ones of those who paid the ultimate price defending our country have the support and respect they deserve."
4864,senatordonnelly,Democrat,"Through Joe's work, veterans who attended ITT Tech will have their GI Bill benefits refunded for any credits that don't transfer to a new college or university."
4865,RepAnthonyBrown,Democrat,"For over 80 years, #silencers have been effectively regulated under the #NationalFirearmsAct. Plain and simple, the current law is working and crimes involving silencers are rare. Congressional Republicans are pushing the so-called #HearingProtectionAct to not only remove the requirement that silencers be registered with the Bureau of Alcohol, Tobacco and Firearms (ATF), but also requires the ATF destroy the existing registry altogether. It limits the ability of states to impose taxes on silencers, and enables these dangerous devises to find their way into the wrong hands.   If Congress is truly concerned about hearing loss from exposure to gunfire – for service members, veterans, police officers and hunters – let’s follow the advice of the National Hearing Conservation and invest in appropriately fitted hearing protection like earplugs and earmuffs."
4866,RepHensarling,Republican,My thoughts and prayers go out to all who were injured this morning. This senseless shooting is more than shocking – especially when it involves my friend and colleague Steve Scalise whom I work with daily.   God bless our brave Capitol Police men and women.
4867,TomColeOK04,Republican,Thank you Secretary Sally Jewell for stopping by my office today. I am grateful for your leadership and your generous support for Native Americans and the state of Oklahoma during your tenure as Secretary of the Interior. Many thanks and my best wishes!
4868,RepDebbieDingell,Democrat,"Nearly two decades ago, John Dingell and members of the community had a vision for an international wildlife refuge that would be a place to gather, learn and protect the wildlife and natural resources that make our region unique. This has been John's passion since before I met him, and today the Detroit River International Wildlife Refuge visitor center was named in his honor. As the author of some of the nation's most important environmental laws, there could not be a more fitting tribute. The new visitor center will be a place for the community to enjoy the outdoors just as he has. We are so thankful to all of our friends and are truly touched by this celebration of his accomplishments."
4869,RepStephMurphy,Democrat,"Two years ago today, we finally achieved marriage equality across this country. More hurdles to true equality still remain, but we will prevail. #LoveIsTheLaw #EqualityDay"
4870,81058818750.0,Democrat,Want to stay up to date with what’s happening in Washington? Follow me on every platform for news about what I’m working on that day!
4871,RepMikeThompson,Democrat,"This morning, Democrats came together to express our outrage at the President’s decision to end DACA. We’re calling on House and Senate Republican leaders to bring the DREAM Act to a vote. This legislation would make permanent the DACA program and keep our promise to the 800,000 DREAMers in our country."
4872,reptrentkelly,Republican,Ready to play ball tonight. #MS01
4873,RepChrisCollins,Republican,"It was great attending the 15th Annual Agriculture Dinner to celebrate the hardworking members of Genesee County’s agriculture industry and the local organizations committed to expanding agriculture education opportunities throughout our region. Special thanks to the Cornell University Cooperative Extension of Genesee County, the Genesee County Chamber of Commerce, the Farm Bureau, and the Genesee County Soil and Water Conservation District for organizing another successful event. I look forward to continuing our work together to ensure Genesee County’s agriculture industry continues to grow and contribute to our region’s economy.   http://www.thedailynewsonline.com/bdn01/genesee-county-celebrates-agriculture-with-dinner-20170320"
4874,RepTomSuozzi,Democrat,"Officials across Long Island and Queens are urging people to stay indoors during the storm. If you absolutely must travel, do so cautiously. Click here for updates. Please stay safe!"
4875,RepAmiBera,Democrat,"18 years ago today, Eileen Marie Collins became the first female Space Shuttle Commander, and her work inspires to this day. As the Ranking Member on the Space Subcommittee, I know we have more work to do to make sure every woman can reach for the stars."
4876,395759603917487.0,Democrat,"Live Now, call for Sessions to Resign"
4877,RepLukeMesser,Republican,Happy to welcome our Indiana State Senator Doug Eckerty to the Capitol! Indiana Senate GOP
4878,CongressmanNadler,Democrat,"#BREAKING: Having abdicated jurisdiction over DOJ + FBI and acted to cover for Trump Admin, now this absurdity from @HouseJudiciary. https://t.co/u9GGhjNO0h"
4879,SenatorLutherStrange,Republican,"Welcome home, Marine! #GreatestGeneration"
4880,MartinHeinrich,Democrat,"Even though the FCC voted to kill Net Neutrality yesterday, this fight is far from over. I’m doing everything I can do to save the internet. I’m cosponsoring a resolution to restore Net Neutrality, so every New Mexican can benefit from the opportunities the internet brings."
4881,RepDaveTrott,Republican,"A rupture of Enbridge Line 5 under the Straits of Mackinac poses a serious risk to our Great Lakes, threatening 700 miles of shoreline and 17,000 square miles of open water. Today, Rep. Debbie Dingell and I introduced legislation that demands a comprehensive study of this environmental and economic risk, and should this study find that Line 5 poses too high a risk, requires the Department of Transportation shut it down."
4882,senatormenendez,Democrat,"Watch now: I'm addressing nearly 1,000 young New Jerseyans graduating from American Legion Jersey Boys State. Congratulations to the class of 2017! American Legion Jersey Boys State https://youtu.be/TVeEqBiWK_4"
4883,RepSarbanes,Democrat,"If you’re in D.C. tonight, we’re gathering on the Supreme Court steps at 6 p.m. for a vigil in support of immigrants and refugees. Come join us!"
4884,RepMullin,Republican,Join the National Park Service and National Park Foundation in celebrating National Park Week! #FindYourPark in Oklahoma and enjoy free admission on April 15-16 & 22-23.
4885,RepWesterman,Republican,"On August 4th, 2016, the Hermitage FFA Forestry team placed first in Arkansas, first among seventeen states that competed in the 37th annual National Forestry Invitational and the National FFA Forestry Career Development Event. The Hermitage FFA Forestry team was comprised of Ethan Boykin, Hunter Sanders, Cade Wilkerson, and Connor Wilkerson all of Hermitage, Arkansas.  During the Forestry Invitational, 4-H teams competed for overall team and individual awards in events such as tree identification, insect and disease identification, forest evaluation, and a written forestry exam. The National FFA Forestry CDE tests students’ skills and knowledge in forest management.  As the only registered forester in the House of Representatives, I recognize the many hours that these young men dedicated to competing on a national level and I admire them for their hard work.  Additionally, special recognition is due to Mr. Taylor Gwin who coached the Arkansas Forestry Team, the parents of the team members, and the Bradley County Extension Service, all played a crucial role in making this victory possible.  cc: Arkansas Agricultural Education & FFA, Arkansas 4-H, National FFA Organization, and 4-H"
4886,jeffmerkley,Democrat,"By trying to roll back the Clean Power Plan, Donald Trump is tragically pushing our nation backwards—with job losses, sicker kids and wasted tax dollars.  The Clean Power Plan set ambitious yet achievable goals to protect our health and our communities by reducing carbon pollution, all while creating jobs in growth industries.  The Clean Power Plan is the single most important step America has ever taken to fight climate change. I won’t stop fighting for higher carbon dioxide standards and for the clean and renewable energy future that our health, environment and economy deserve."
4887,RepBost,Republican,"Happy birthday to Susan B. Anthony, a pioneer crusader for the women's suffrage movement in the United States and president of the National American Woman Suffrage Association. Her work helped pave the way for the Nineteenth Amendment to the Constitution, giving women the right to vote."
4888,repyvettedclarke,Democrat,"ALERT: I stopped by MSNBC to chat with Joy Reid about Donald Trump and the Republican #ACA repeal bill.   This bill offers nothing more than another tax break to millionaire and billionaire CEO's while forcing ordinary Americans to pay more for worse healthcare. I call it the ""Reverse Robin Hood"" plan.  Watch the interview here:http://www.msnbc.com/am-joy/watch/repeal-and-replace-or-repeal-and-revenge-896106051636"
4889,RepRogerWilliams,Republican,Check out my statement on Trump's proposed budget ↓
4890,senshelley,Republican,"My first Fall Academy Day at Spring Mills High School was a success! Glad so many West Virginia students and families had the chance to stop by and learn more about our U.S. service academies and ROTC programs. If you missed the event yesterday, check out the schedule on my website to find an Academy Day near you: http://bit.ly/2bKciaP"
4891,senatorchriscoons,Democrat,"On Wednesday at 12:30 PM, I'll be giving a speech about voting rights in the Trump era and why the courts and Congress must protect our democracy.  I’ll be speaking at an event hosted by the Brennan Center for Justice here in DC, but you can watch it LIVE here on my Facebook page. Read more about the event here: https://www.eventbrite.com/e/voting-rights-in-the-trump-era-a-conversation-with-senator-coons-registration-34070524857"
4892,RepMcKinley,Republican,Read about my visit to Harrison County to discuss why we need to put our differences aside and work together to fight opioid abuse.   http://bit.ly/2ovMDYv
4893,congressmanraja,Democrat,Every week it's a new story but the same conclusion: our country needs an independent commission to conduct a full investigation into Russian interference in our democracy and the administration's ties to the Kremlin #FollowTheFacts #TrumpRussia
4894,mikeenzi,Republican,"Why tax reform? Because hardworking Americans deserve better. They deserve a system that works for everyone – that will promote higher wages, more jobs, increased economic growth and one that will put more money in the pockets of folks across the country."
4895,RepLujanGrisham,Democrat,"Are you a high school student? Are you interested in coding? If you responded yes to both of these questions, stop by the “Ask an App Expert” session that my office will be hosting as part of the 2017 Congressional App Challenge. Meet with experts at Explora on Monday, September 18, at 5 p.m. High school students will have the opportunity to visit with experts, ask questions, and seek guidance on their app ideas and creations.  Even if a student is not registered, all are still encouraged to attend to learn more about coding from these experts. I hope you can make it! For more information on the Congressional App Challenge, please visit CongressionalAppChallenge.us."
4896,CongressmanRalphAbraham,Republican,"It is way past time to respect both our American borders and our American citizens. We are a country founded on the law, and those laws must be respected and enforced, including our immigration laws. The moves from the White House today mark a welcomed change in direction and will move us toward finally securing our border and returning respect for the rule of law."
4897,DianeBlackTN06,Republican,"We're driving 10 hours from Washington to #TN06 & I'm taking your questions LIVE from the road! We're also posting live updates to my Instagram stories, you can find me @RepDianeBlack! (Part 1/2)"
4898,RepDaveTrott,Republican,"Speaking with the Oakland County Association of Township Supervisors, today, about everything happening in Washington and how it affects our communities. #MI11"
4899,RepAnthonyBrown,Democrat,Working families in our region would be one of the groups hardest hit by the #GOPTaxScam. I've met so many people who aspire to own their own home one day - it's the American Dream - but Republicans are making it harder and harder. Why? To give billionaires and big corporations huge tax cuts
4900,reptrey,Republican,"Earlier this week, we won a victory for Hoosiers against the Washington establishment. By passing the commonsense Presidential Allowance Modernization Act, we took much-needed steps forward in cutting wasteful spending and fighting to ensure that career politicians don’t receive a taxpayer check for life."
4901,repscottperry,Republican,"On this day in history we celebrate the establishment of Jamestown, Virginia, the first permanent English settlement in America, founded on May 14, 1607. To learn more about the foundations of our Nation visit: http://historicjamestowne.org/archaeology/history-of-jamestown-rediscovery/."
4902,repgaramendi,Democrat,"None of these made the headlines last week, but there were a lot of consequential votes before the House of Representatives. 1) Republicans in Congress voted to allow coal companies to pollute streams and rivers. 2) Shamefully, they also eliminated the requirement for oil companies to disclose payments to foreign government, making it a lot harder to understand conflicts of interest when oil company executives seek employment with the federal government. 3) The Republicans in Congress also voted to repeal a clean air law focused on reducing methane on public lands. 4) In a vote against American workers, the majority in Congress also voted to eliminate a rule requiring federal contractors to disclose their labor violations. I voted ""NO"" against all these bills.  Moving forward, I’ll give a weekly update explaining what’s happening in Congress. You can find more detailed information here: http://garamendi.house.gov/legislative-work/weekly-update"
