username,text
realDonaldTrump,"The GREAT football (and lacrosse) player, Jim Brown outside the West Wing of the @WhiteHouse. He is also a tremendous man and mentor to many young people!"
realDonaldTrump,The dishonest media will NEVER keep us from accomplishing our objectives on behalf of our GREAT AMERICAN PEOPLE! #MAGA
BernieSanders,It’s unacceptable that millions of seniors and disabled veterans will not be receiving a cost-of-living adjustment. https://berniesanders.com/press-release/sanders-no-cola-for-social-security-disabled-vets-is-unacceptable/
realDonaldTrump,"Today, it was my great honor to proclaim January 15, 2018, as Martin Luther King Jr., Federal Holiday. I encourage all Americans to observe this day with appropriate civic, community, and service activities in honor of Dr. King's life and legacy."
BernieSanders,"We must stop spending endlessly on war, mass incarceration and tax breaks for billionaires while ignoring the basic needs of our children, the elderly and those who need the most help in our country."
BernieSanders,"This campaign has never been just about electing a president of the United States—as enormously important as that is. This campaign is about transforming America. It's about understanding that real change never takes place from the top on down, but always from the bottom on up."
BernieSanders,"We're told we can't afford to invest in the housing, health care and education our people need. Meanwhile, giant corporations are paying ZERO in federal income taxes. When we stand up to the corporate elite, we can make real change for our country."
BernieSanders,"To create fundamental change in America, we must bring millions of people into a movement for justice. I'm looking forward to doing exactly that alongside State Sen. @RobertJPeters. Thank you for being part of our political revolution."
realDonaldTrump,"Ed Gillespie will be a great Governor of Virginia. His opponent doesn't even show up to meetings/work, and will be VERY weak on crime!"
realDonaldTrump,"“The President has been remarkable. I do not doubt that he will thrive in this new environment, and he will be a constant reminder of what populism is.” Thank you to Tammy Bruce and Steve Hilton. Presidential Harassment has been with me from the beginning!"
BernieSanders,"In the first week of the new Congress, I intend to re-introduce my legislation to raise the federal minimum wage from $7.25 an hour to $15 an hour. This legislation would give more than 40 million low-wage workers a raise, more than 25 percent of the U.S. workforce."
realDonaldTrump,...and they knew exactly what I said and meant. They just wanted a story. FAKE NEWS!
BernieSanders,Loudly and clearly we need to say enough is enough. This great nation belongs to all of us not just the people on top.
realDonaldTrump,"Thank you Indiana! A vote for Mike @Braun4Indiana is a vote to keep your jobs going up, your wages going up, and your healthcare costs coming down. It’s a vote to keep your families safe &amp; to keep criminals, traffickers &amp; drug dealers OUT of our Country! Get out and for for Mike!"
BernieSanders,Equal pay for equal work. It’s not a radical idea.
BernieSanders,"El socialismo democrático significa democracia. Significa asegurarse de que todos puedan vivir con dignidad en el país más rico del mundo. Y significa crear un gobierno que nos represente a todos, no solo a las personas más ricas de los Estados Unidos."
realDonaldTrump,"Nancy Pelosi, Adam Schiff, AOC and the rest of the Democrats are not getting important legislation done, hence, the Do Nothing Democrats. USMCA, National Defense Authorization Act, Gun Safety, Prescription Drug Prices, & Infrastructure are dead in the water because of the Dems!"
realDonaldTrump,"Years of BAD GOVERNMENT, such a sorry thing to see!"
realDonaldTrump,The crisis of illegal activity at our Southern Border is real and will not stop until we build a great Steel Barrier or Wall. Let work begin!
realDonaldTrump,“The @nytimes is trying to make someone (Justice Kavanaugh) into an evil person when they don’t have the information to back it up. It is a false hoax.” @MZHemingway @MediaBuzzFNC Zero people were fired at the Times. Why?
BernieSanders,Republicans in states all over America have been trying to prevent people from voting. This is unacceptable. We must make voting easier. I urge Iowa lawmakers to reject this bill.
BernieSanders,"Demagogues like Trump try to divide us up. Our movement is about coming together to create a nation where every person is able to live with dignity. Live rally in Sioux City with @AOC, @MMFlint and @portugaltheman:"
BernieSanders,"Experience is important, but so is judgement. #DemTownHall"
realDonaldTrump,"The Democrats, who know Steel Slats (Wall) are necessary for Border Security, are putting politics over Country. What they are just beginning to realize is that I will not sign any of their legislation, including infrastructure, unless it has perfect Border Security. U.S.A. WINS!"
realDonaldTrump,"Staff Sgt. David Bellavia - today, we honor your extraordinary courage, we salute your selfless service, and we thank you for carrying on the legacy of American Valor that has always made our blessed nation the strongest and mightiest in the world!"
realDonaldTrump,""
realDonaldTrump,""
realDonaldTrump,Cryin’Chuck doesn’t have a clue. Couldn’t care less about the American Worker!
realDonaldTrump,"....terrible thing to watch, especially when things could be taken care of sooo easily. We will WIN anyway, but it would be much easier if the Fed understood, which they don’t, that we are competing against other countries, all of whom want to do well at our expense!"
BernieSanders,"Republicans have the money, but we have the people. And when we organize we are going to create the nation we all know we can become."
BernieSanders,A campaign is not about what you said yesterday. It is about what you have stood for your entire career.
realDonaldTrump,"Day after day, we are exposing the depravity, dishonesty and sickness of the corrupt Washington establishment — and with your help, we are going to complete the mission and DRAIN THE SWAMP! #KAG2020"
BernieSanders,I applaud the president for stopping all new federal coal leases on public lands. We must do all we can to keep fossil fuels in the ground.
BernieSanders,"Some say that investing in a Green New Deal is not very practical. I think it is not very practical to allow millions of people to lose their homes, jobs and lives due to climate catastrophe."
BernieSanders,I stand in solidarity with all of the @NationalNurses out on strike today. They are striking so that we all can receive the care and treatment we deserve. Their fight is our fight.
realDonaldTrump,"This is now the 7th. time the FBI has investigated Judge Kavanaugh. If we made it 100, it would still not be good enough for the Obstructionist Democrats."
realDonaldTrump,"..This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further. Bob Mueller is totally conflicted, and his 17 Angry Democrats that are doing his dirty work are a disgrace to USA!"
realDonaldTrump,95% Approval Rating in the Republican Party. Thank you!
realDonaldTrump,"“11,000 points gained in the Dow in the 3 years since the Election of President Trump. Today it may hit 29,000. That has NEVER happened before in that time frame. That has added 12.8 Trillion Dollars to the VALUE of American Business.” @Varneyco @FoxNews The best is yet to come!"
BernieSanders,"One million donors. That’s how many people are funding this campaign — and all of their names are now on the wall at our campaign headquarters. Because this campaign is not just about me. It’s about all of us fighting for justice, together."
BernieSanders,One way we can make it easier to vote is by reaffirming our support for the Voting Rights Act. Add your support: http://Berniesanders.com/SignthePetition
BernieSanders,"We must defend the fundamental right of women to control their own bodies, including a woman’s right to have an abortion. #debatenight"
BernieSanders,"What this campaign is about is bringing people together. IL, NC, FL, MO, and OH: please go vote today. #PrimaryDay"
realDonaldTrump,Over 90% approval rating for your all time favorite (I hope) President within the Republican Party and 52% overall. This despite all of the made up stories by the Fake News Media trying endlessly to make me look as bad and evil as possible. Look at the real villains please!
BernieSanders,"Just as other countries have, including the UK, Norway, and Denmark, we must make sure that every worker in America continues to receive their paycheck during this crisis, retroactive to the beginning of the crisis."
realDonaldTrump,"....drug prices, pre-existing conditions and our great Vets. All they are geared up to do, six committees, is squander time, day after day, trying to find anything which will be bad for me. A pure fishing expedition like this never happened before, & it should never happen again!"
realDonaldTrump,"Why didn’t John Bolton complain about this “nonsense” a long time ago, when he was very publicly terminated. He said, not that it matters, NOTHING!"
realDonaldTrump,"The European Union makes it impossible for our farmers and workers and companies to do business in Europe (U.S. has a $151 Billion trade deficit), and then they want us to happily defend them through NATO, and nicely pay for it. Just doesn’t work!"
realDonaldTrump,Total and complete Endorsement for Debbie Lesko! @RepDLesko Love Arizona.
BernieSanders,"Thank you @tsegerblom. Together we're going to finish the political revolution, sweep Trump out of the White House and create a nation that works for all people."
BernieSanders,"As president, I will fight attempts to undercut Roe v. Wade. We must protect and expand a woman's right to abortion."
realDonaldTrump,Will be a GREAT and very accurate show tonight by @seanhannity on @foxnews (9:00 PM). Will play my full statement from Air Force One!
realDonaldTrump,"A lot of very good people were taken down by a small group of Dirty (Filthy) Cops, politicians, government officials, and an investigation that was illegally started & that SPIED on my campaign. The Witch Hunt is sputtering badly, but still going on (Ukraine Hoax!). If this...."
BernieSanders,"As President, Lula has done more than anyone to lower poverty in Brazil and to stand up for workers. I am delighted that he has been released from jail, something that never should have happened in the first place."
realDonaldTrump,"....All will stay in Mexico. If for any reason it becomes necessary, we will CLOSE our Southern Border. There is no way that the United States will, after decades of abuse, put up with this costly and dangerous situation anymore!"
realDonaldTrump,"Congressman Brian @Babin4Congress of Texas has been a strong supporter of our #MAGA Agenda. He is strong on the Second Amendment and Securing our Border, he Loves our Great Vets and Military. Brian has my Complete and Total Endorsement!"
realDonaldTrump,Thank you @MarkLevinShow! #MAGA
BernieSanders,"The government must start listening to Native American voices, and stop treating them as third class citizens."
BernieSanders,We are living in a nation which worships wealth rather than caring for the poor. I don't think that is the nation we should be living in.
realDonaldTrump,GREAT NEWS! #MAGA #KAG
BernieSanders,Live stream from Iowa City with @vampireweekend @fosterthepeople @jillsobule and others:
BernieSanders,"When we come together and don’t allow people to divide us, we can create an economy that works for all and not just the top 1 percent."
realDonaldTrump,THE FAKE NEWS MEDIA IS THE OPPOSITION PARTY. It is very bad for our Great Country....BUT WE ARE WINNING!
BernieSanders,No one should be sitting in jail because they are poor. Cash bail is a disgrace and must be abolished.
BernieSanders,Trade is a good thing but it has to be fair. And the TPP is anything but fair. We must ensure the TPP doesn't come up for a vote. #StopTPP
BernieSanders,Donald Trump thinks climate change is a hoax. @HillaryClinton understands we must transition to renewable energy. The choice is clear.
realDonaldTrump,"Unlike what the Failing and Corrupt New York Times would like people to believe, there is ZERO disagreement within the Trump Administration as to how to deal with North Korea...and if there was, it wouldn’t matter. The @nytimes has called me wrong right from the beginning!"
realDonaldTrump,"...It will soon be time to choose to keep and build upon that prosperity and success, or let it go. We are respected again all around the world. Keep it that way! I said I will never let you down, and I haven’t. We will only grow bigger, better and stronger TOGETHER!"
BernieSanders,"I want to congratulate @AmyKlobuchar for running a strong, issues oriented campaign. I hope her supporters will join us in our fight to defeat Donald Trump in November and win real change."
BernieSanders,"Tonight, the American people will see Joe Biden and myself on a debate stage, one-on-one, debating the solutions to the enormous crises facing our country. I hope that you will tune in to CNN at 8 pm ET."
realDonaldTrump,"Wow, highest Poll Numbers in the history of the Republican Party. That includes Honest Abe Lincoln and Ronald Reagan. There must be something wrong, please recheck that poll!"
realDonaldTrump,".@foxandfriends """"""""Russia sent millions to Clinton Foundation"""""""""
BernieSanders,"We've made some great progress in the Democratic Party platform, but more needs to be done. We must defeat the disastrous TPP. #StopTPP"
BernieSanders,"As difficult as it may seem today, we must never lose hope that human beings, and their nations, can resolve international conflicts without bloodshed. We must never cease striving for a world of peace."
BernieSanders,We need to make it easier for kids to go to college regardless of their family's income. #BernieInHanover
BernieSanders,"Our job is to reach out to Trump voters to tell them that we’re going to create an economy that works for all of us, not just a few."
realDonaldTrump,"Luther Strange of the Great State of Alabama has my endorsement. He is strong on Border & Wall, the military, tax cuts & law enforcement."
BernieSanders,We not only need to put a moratorium on utility shut-offs across the country. We must restore utility services to anyone who has had their utilities shut off.
realDonaldTrump,"On my way to Macon, Georgia where the crowds are massive, for a 4pmE #MAGARally. Will be in Chattanooga, Tennessee tonight, seen below, for a 7pmE rally. Something’s happening! Everyone needs to get out and VOTE!"
BernieSanders,"I get a little bit tired of Democrats who defend a cruel, dysfunctional health care system that leaves 87 million Americans uninsured or underinsured."
realDonaldTrump,""
realDonaldTrump,"I had a call today with Prime Minister Netanyahu to discuss the possibility of moving forward with a Mutual Defense Treaty, between the United States and Israel, that would further anchor the tremendous alliance...."
realDonaldTrump,"The United States must, at long last, be treated fairly on Trade. If we charge a country ZERO to sell their goods, and they charge us 25, 50 or even 100 percent to sell ours, it is UNFAIR and can no longer be tolerated. That is not Free or Fair Trade, it is Stupid Trade!"
BernieSanders,"When our democracy is bought and paid for by Wall Street, we get policies that enrich CEOs while keeping millions of Americans in poverty. Our campaign is about stopping this slide into oligarchy."
realDonaldTrump,"I am working very hard to help New York City & State. Dealing with both Mayor & Governor and producing tremendously for them, including four new medical centers and four new hospitals. Fake News that I won’t help them because I don’t like Cuomo (I do). Just sent 4000 ventilators!"
realDonaldTrump,"Nervous Nancy Pelosi & the Democrat House are getting nothing done. Perhaps they could lead the way with the USMCA, the spectacular & very popular new Trade Deal that replaces NAFTA, the worst Trade Deal in the history of the U.S.A. Great for our Farmers, Manufacturers & Unions!"
BernieSanders,"Democracy is not a spectator sport. We must all make plans to vote and to bring friends, family members and coworkers out to vote. Let's stand up for justice. Let's stand up for democracy. Let's win on Tuesday. https://iwillvote.com/"
realDonaldTrump,"...does not include the Fake Washington Post, which is used as a “lobbyist” and should so REGISTER. If the P.O. “increased its parcel rates, Amazon’s shipping costs would rise by $2.6 Billion.” This Post Office scam must stop. Amazon must pay real costs (and taxes) now!"
BernieSanders,It is time to say enough is enough. It is time to end religious bigotry.
BernieSanders,"How many scientists, engineers and teachers aren't getting an education because their families lack the income to pay for college?"
realDonaldTrump,Investigating Corruption is correct!
realDonaldTrump,""
BernieSanders,"No, Donald Trump. Climate change is not a hoax. We have a moral responsibility to transform our energy system away from fossil fuels to protect this planet and create millions of good jobs. #BernieTownHall"
realDonaldTrump,New Stock Market high! I will never get bored of telling you that – and we will never get tired of winning!
realDonaldTrump,95% Approval Rating in the Republican Party. Thank you!
BernieSanders,"On our worst days, it's fair to say we are 100 times better than any Republican candidate. #DemDebate"
BernieSanders,"In my view, it makes a lot more sense to be investing in jobs and education, than more jails and incarceration."
realDonaldTrump,"Does the USA want to be the Policeman of the Middle East, getting NOTHING but spending precious lives and trillions of dollars protecting others who, in almost all cases, do not appreciate what we are doing? Do we want to be there forever? Time for others to finally fight....."
BernieSanders,"Mayor @ChokweALumumba is a strong advocate for progressive change and deeply dedicated to justice and community empowerment. I'm honored to receive this endorsement. Together, we'll build a movement all across this country for justice for all."
realDonaldTrump,"What the Democrats have done in trying to steal a Presidential Election, first at the “ballot box” and then, after that failed, with the “Insurance Policy,” is the biggest Scandal in the history of our Country!"
BernieSanders,"The right to form a union is a constitutional right. Any corporation that engages in union busting or job outsourcing will not get a dime in federal contracts from a Sanders administration. Join me live in Salem, NH:"
realDonaldTrump,"I won the right to be a presidential candidate in California, in a major Court decision handed down yesterday. It was filed against me by the Radical Left Governor of that State to tremendous Media hoopla. The VICTORY, however, was barely covered by the Fake News. No surprise!"
BernieSanders,Here is the truth that the drug and insurance companies do not want you to know: Expanding Medicare to everyone will save the American people money.
realDonaldTrump,Thank you @JimCramer @CNBC!
BernieSanders,The outcome in upcoming states will depend on how many Bernie supporters we identify and turnout with phone calls. http://BernieSanders.com/PhoneBank
realDonaldTrump,"As a candidate, I pledged that if elected I would use every lawful tool to combat unfair trade, protect American workers, and defend our national security. Today, we took another critical step to fulfill that commitment. http://45.wh.gov/Section301"
BernieSanders,"On Nov. 6, Uber investors will walk away with billions while drivers sleep in their cars. I stand with workers in the gig economy as they organize and fight for a more equal society. When we're in the White House, we will stop this exploitation of workers."
BernieSanders,Tonight I'll be on stage at the second Democratic debate. Coming up soon: tune in at 7 ET for a live pre-show with Team Bernie at http://live.berniesanders.com.
realDonaldTrump,"Democrats are now the party of high taxes, high crime, open borders, late-term abortion, socialism, and blatant corruption. The Republican Party is the party of the American Worker, the American Family, and the American Dream! #KAG2020"
realDonaldTrump,Getting ready to land in Japan with First Lady Melania. We look forward to seeing everyone soon!
realDonaldTrump,Thank you Joni!
BernieSanders,"Colorado Amendment 74, pushed by the fossil fuel industry, seems to be one of the most dangerous propositions in the country. It could open the flood gates for oil, gas and other corporate interests to bankrupt the state. This extremely dangerous amendment must be defeated."
BernieSanders,"In this pivotal moment in American history, we must go forward to guarantee health care as a right and not a privilege. Medicare for all is an idea that's time has come."
BernieSanders,"You win elections through a strong grassroots effort. Thank you, Oklahoma, Colorado, Minnesota and Vermont."
BernieSanders,"In the richest nation in the history of the world, it's a moral and political failing that nearly 30 million Americans don’t have health insurance. We must go forward to finally guarantee health care for all as a right through a Medicare for All, single-payer program."
BernieSanders,I'm joining Amazon workers to demand: Paid sick leave for ALL 1.5x hazard pay Childcare pay and subsidies Stop enforcement of rate-based quotas Closing of workplaces where employees test positive for coronavirus Add your name if you agree:
BernieSanders,"We must follow cities and states across the country and raise the federal minimum wage to $15 an hour and index it to median wage growth thereafter. Doing so would give more than 40 million low-wage workers a raise, more than 25 percent of the U.S. workforce."
BernieSanders,"Today, 1 in 3 black males can expect to spend time in prison during their lifetime. This is an unspeakable tragedy."
BernieSanders,".@RoKhanna knows from experience that the struggle for immigration justice is a civil rights struggle. As president, I will use my executive authority to immediately reinstate and expand DACA and put a moratorium on deportations on day one of my presidency."
BernieSanders,Tune in LIVE as Bernie takes the political revolution to East Los Angeles: http://bernie.to/BernieInEastLA #BernieInEastLA
BernieSanders,I am honored and pleased to have met with the Rev. Bernice King at the King Center today.
realDonaldTrump,"Senator Bob Corker """"""""begged"""""""" me to endorse him for re-election in Tennessee. I said """"""""NO"""""""" and he dropped out (said he could not win without..."
realDonaldTrump,"This is a direct & dangerous threat to the U.S. Supreme Court by Schumer. If a Republican did this, he or she would be arrested, or impeached. Serious action MUST be taken NOW!"
realDonaldTrump,"....got fired. Wrote a very nice book about me just recently. Now the book is a lie? Said his wife was driving him crazy, “something big” was happening with her. Getting divorced. He was a mental wreck. We didn’t want him around. Now Fake News puts him on like he was my buddy!"
BernieSanders,This people-powered campaign is revolutionizing American politics. #BernieInAmherst
BernieSanders,"My years here in Chicago significantly shaped my life. It is where I became involved in the civil rights movement, the labor movement and the peace movement. That is the struggle we carry on today. Live from Grant Park:"
BernieSanders,"When I am in the White House, we will immediately launch the decade of the Green New Deal, a 10-year, nationwide mobilization to solve our climate crisis centered around justice and equity. The science is clear. We must act immediately on the climate crisis. #ScienceNotSilence"
BernieSanders,I’m excited to announce I’ll be doing two rallies in Vermont this upcoming Monday for Labor Day in White River Junction and Middlebury. White River Junction at 1PM: https://www.facebook.com/events/289782584954742/ Middlebury Town Green at 4PM: https://www.facebook.com/events/2177689569140146/
BernieSanders,"If there ever was a time for millions of people to come together and build a mass movement for justice, now is that time. Join us live from Detroit at our rally with @RashidaTlaib, Jack White, and more:"
realDonaldTrump,"The Dems are very unhappy with the Mueller Report, so after almost 3 years, they want a Redo, or Do Over. This is extreme Presidential Harassment. They gave Crooked Hillary’s people complete Immunity, yet now they bring back Hope Hicks. Why aren’t the Dems looking at the....."
realDonaldTrump,"“I am so tired of hearing the rationalization of the Left in the country because they hate Donald Trump. Inexplicably and without foundation, they choose to hate America. The Democrats have truly become the party of hate.” @LouDobbs"
BernieSanders,"There is an important truth that we must not forget: If millions of us stand together, educate and organize, there is nothing we cannot accomplish. Together, we can finally create an America that works for all of us, not just the few."
realDonaldTrump,""
BernieSanders,Packed house at Keene State University. Tune in LIVE here: https://www.pscp.tv/w/1MYxNWVyawQKw #nhpolitics
BernieSanders,My experiences growing up in a working class family shaped my values as a candidate for president. All of us have a story to tell of how we came to be a part of our fight for justice. Download the BERN app today and share your #MyBernieStory.
realDonaldTrump,....This will mean that the beyond important and seldom used act of Impeachment will be used routinely to attack future Presidents. That is not what our Founders had in mind. The good thing is that the Republicans have NEVER been more united. We will win!
BernieSanders,Special interests just launched a $4 million campaign to attack Medicare for All. They want to protect the current system which makes huge profits for executives and leaves 34 million without care. They may have the money. But we have the people. We're going to win.
BernieSanders,"Trump promised, """"""""We're going to have insurance for everybody."""""""" Now he is trying to throw tens of millions of Americans OFF of the health insurance they have. Enough. We must defend the ACA and move forward to pass Medicare for All."
BernieSanders,Jane and I were honored to meet with @PresidentIRL when we were in Dublin. We really enjoyed our discussion which touched on myriad issues.
BernieSanders,"Congratulations to Illinois for legalizing marijuana and expunging 770,000 marijuana-related cases. It is time to legalize marijuana nationwide."
realDonaldTrump,".@JohnJamesMI, who is running in the Republican Primary in the great state of Michigan, is SPECTACULAR! Vote on August 7th. Rarely have I seen a candidate with such great potential. West Point graduate, successful businessman and a African American leader..."
BernieSanders,"""""""""Bernie Sanders has a backbone. That’s what it is to have integrity. That’s what it is to have courage and conviction and commitment and that consistency over time and space."""""""" –Dr. @CornelWest"
realDonaldTrump,"People are fleeing New York like never before. If they own a business, they are twice as likely to flee. And if they are a victim of harassment by the A.G. of the state, like what they are doing to our great NRA, which I think will move quickly to Texas, where they are loved....."
realDonaldTrump,"After reading the false reporting and even ferocious anger in some dying magazines, it makes me wonder, WHY? All I want to do is #MAGA!"
realDonaldTrump,"Republicans must make the horrendous, weak and outdated immigration laws, and the Border, a part of the Midterms!"
realDonaldTrump,"Today, it was my pleasure and great honor to announce my nomination of Jerome Powell to be the next Chairman of the @FederalReserve."
realDonaldTrump,"Will be heading to Grand Rapids, Michigan, tonight for a Big Rally. Will be talking about the many exciting things that are happening to our Country, but also the car companies, & others, that are pouring back into Michigan, Ohio, Pennsylvania, North & South Carolina & all over!"
BernieSanders,Young people are ready for a political revolution.
realDonaldTrump,"So sad that the Department of “Justice” and the FBI are slow walking, or even not giving, the unredacted documents requested by Congress. An embarrassment to our country!"
BernieSanders,"When the vote of the poor and minorities is suppressed, it becomes that much easier for the ruling class to further rig the system."
BernieSanders,"At a time when we Americans have a total of $1.5 trillion in student loan debt, it is insane that Trump’s budget would cut $207 billion from college affordability programs over 10 years and eliminate the Public Service Loan Forgiveness program."
realDonaldTrump,"...big Crooked Hillary law firm, represented by her lawyer Michael Sussmann (do you believe this?) who worked Baker hard & gave him Oppo Research for “a Russia probe.” This meeting, now exposed, is the subject of Senate inquiries and much more. An Unconstitutional Hoax. @FoxNews"
BernieSanders,"California, every vote counts. It's time to take back our democracy from the political establishment on June 7."
realDonaldTrump,"....(which is under siege), is strong on Crime and the Border, and truly LOVES our Military and our Vets. He will be a great Senator for the people of Alabama. Coach Tommy Tuberville, a winner, has my Complete and Total Endorsement. I love Alabama!"
realDonaldTrump,"The New York Times and a third rate reporter named Maggie Haberman, known as a Crooked H flunkie who I don’t speak to and have nothing to do with, are going out of their way to destroy Michael Cohen and his relationship with me in the hope that he will “flip.” They use...."
realDonaldTrump,"The Trump Administration has achieved more in the first 2 1/2 years of its existence than perhaps any administration in the history of our Country. We get ZERO media credit for what we have done, and are doing, but the people know, and that’s all that is important!"
realDonaldTrump,"Can you believe that Shifty Adam Schiff, the biggest leaker in D.C., and a corrupt politician, is upset that we didn’t inform him before we raided and killed the #1 terrorist in the WORLD!? Wouldn’t be surprised if the Do Nothing Democrats Impeach me over that! DRAIN THE SWAMP!!"
realDonaldTrump,"Look forward to being in the Great State of Michigan tonight. Major business expansion and jobs pouring into your State. Auto companies expanding at record pace. Big crowd tonight, will be live on T.V."
BernieSanders,"We will make it easier, not harder, for workers to join unions by implementing my Workplace Democracy Plan and establishing a national goal to double union membership. Join me now at the Iowa AFL-CIO Convention:"
realDonaldTrump,"Our Trade Deal with China is moving along nicely, but in the end we will probably have to use a different structure in that this will be too hard to get done and to verify results after completion."
realDonaldTrump,Just landed in Pennsylvania. Looking forward to making a speech on energy. So important!
realDonaldTrump,"....People do not yet realize how much of the Wall, including really effective renovation, has already been built. If the Democrats do not give us the votes to secure our Country, the Military will build the remaining sections of the Wall. They know how important it is!"
BernieSanders,"Donald Trump is a fraud. We will expose his lies to the American people, defeat him, and create a country that works for all."
BernieSanders,"I stand with the working people of the @RaisetheWageVA coalition as they fight for a minimum wage of $15 an hour. Workers should not have to choose between rent, health care and food every month. We must guarantee a living wage for all."
realDonaldTrump,"A great book, support Charlie, BUY IT! Already Number One."
BernieSanders,One year after Freddie Gray was killed we still have no justice. The chants have only grown louder. It's time we ended police brutality.
BernieSanders,"It's National Voter Registration Day, so make sure you and your friends and family register to vote at http://www.nationalvoterregistrationday.org. Together, we are going to create the vibrant democracy our people deserve."
realDonaldTrump,New Economic Records being set on a daily basis - and it is not by accident!
realDonaldTrump,"“Job growth surges by 312,000 in December”"
BernieSanders,"Volunteers ranging in age from 12 to 80 are headed out to knock doors in Hollis, NH. #fitn"
BernieSanders,"Banking should help our communities, not be an island unto itself benefiting only the wealthy."
realDonaldTrump,"Great meeting with @KimKardashian today, talked about prison reform and sentencing."
realDonaldTrump,"Approval Rating in Republican Party = 95%, a Record! Overall Approval Rating = 51%. Think of where I’d be without the never ending, 24 hour a day, phony Witch Hunt, that started 3 years ago!"
BernieSanders,No laws prevent drug companies from doubling or tripling prices. So they just do it. We are going to change that.
realDonaldTrump,"Everyone said it couldn’t be done. But for the first time in a generation, there will be direct flights between Serbia and Kosovo. Another win. Thanks to @WHNSC Ambassador Robert O’Brien and Ambassador @RichardGrenell!"
BernieSanders,"Now, more than ever, is the time for millions of families to come together and revitalize American democracy."
realDonaldTrump,Loved being on @foxandfriends this morning. Great show!
BernieSanders,It turns out that the welfare reform bill has been an absolute disaster.
BernieSanders,"We must have the guts to take on: -Wall Street -The insurance industry -The pharmaceutical industry -The military-industrial complex -The fossil fuel industry If we can take them on, we will finally be able to create real change. #DemDebate2"
BernieSanders,"All over the world, countries are saying, """"""""Let us put an end to state murder. Let us stop capital punishment."""""""" Time for us to do the same."
realDonaldTrump,"Avenatti is a third rate lawyer who is good at making false accusations, like he did on me and like he is now doing on Judge Brett Kavanaugh. He is just looking for attention and doesn’t want people to look at his past record and relationships - a total low-life!"
BernieSanders,Looks like President Trump is scared of our campaign. He should be.
realDonaldTrump,"Just received a briefing on the Coronavirus in China from all of our GREAT agencies, who are also working closely with China. We will continue to monitor the ongoing developments. We have the best experts anywhere in the world, and they are on top of it 24/7!"
BernieSanders,Boeing is making billions of dollars a year and often pays no income taxes. Why do they need our taxpayer dollars? #DemDebate
realDonaldTrump,"National Prescription Drug #TakeBackDay numbers are in! Another record broken: nearly 1 MILLION pounds of Rx pills disposed! Let’s keep fighting this opioid epidemic, America!"
BernieSanders,"Excited to be in Kansas City, Missouri to discuss a wide range of issues important to Missourians. Watch live here: http://bernie.to/LIVE-KansasCity"
realDonaldTrump,"Crippling loopholes in our laws have enabled MS-13 gang members and other criminals to infiltrate our communities - and Democrats in Congress REFUSE to close these loopholes, including the disgraceful practice known as Catch-and-Release. Democrats must abandon their resistance..."
BernieSanders,"This is a campaign for the working class—not billionaires who want to buy elections. Our fight is a fight to stop corruption, end corporate greed and give working families the security they deserve."
BernieSanders,"What we have done together is unprecedented, but our fight is not done. Join Our Revolution: https://ourrevolution.com/"
BernieSanders,"While corporate profits soar in agribusiness, thousands of family farmers are forced off their land every year. Today, I am announcing a plan to revitalize rural America: https://berniesanders.com/revitalizing-rural-america/"
BernieSanders,"Tune in for a discussion on the issues facing our nation, Nevada. Up next on @FOX5Vegas. #BernieInVegas"
BernieSanders,"Make absolutely no mistake about it, our ideas are winning. Overwhelming majorities of people have come around to some of our major policy proposals like Medicare for all and tuition-free college in incredibly short amounts of time. Let’s keep pushing."
BernieSanders,Make a $2.70 contribution and help us hit our goal of raising $40 million in February before tonight's FEC deadline. http://BernieSanders.com/FECDeadline
realDonaldTrump,"A year ago the pundits & talking heads, people that couldn’t do the job before, were begging for conciliation and peace - “please meet, don’t go to war.” Now that we meet and have a great relationship with Kim Jong Un, the same haters shout out, “you shouldn’t meet, do not meet!”"
realDonaldTrump,The economy is looking really good. It has been many years that we have seen these kind of numbers. The underlying strength of companies has perhaps never been better.
BernieSanders,New analysis from @WCVI: Sanders won the Latino vote in Nevada. http://myemail.constantcontact.com/Who-Won-the-Nevada-Latino-Vote-.html?soid=1114208817960&amp;aid=TUzlNNKZYHc
BernieSanders,"Today, we say to Trump and the fossil fuel industry: climate change is not a hoax but is an existential threat to our country and the entire planet. All of us have a moral responsibility to leave our children and grandkids a healthy and habitable planet. #BernieInBrooklyn"
realDonaldTrump,Crooked Hillary Clinton blames everybody (and every thing) but herself for her election loss. She lost the debates and lost her direction!
realDonaldTrump,""
BernieSanders,"The top 10 pharmaceutical executives received over $327 million last year, while 1 in 5 Americans can't afford to fill their prescriptions."
realDonaldTrump,"In a letter to me sent by Kim Jong Un, he stated, very nicely, that he would like to meet and start negotiations as soon as the joint U.S./South Korea joint exercise are over. It was a long letter, much of it complaining about the ridiculous and expensive exercises. It was....."
realDonaldTrump,"I am overriding the Decommission Order of the magnificent aircraft carrier Harry S. Truman, built in 1998 (fairly new), and considered one of the largest and finest in the world. It will be updated at a fraction of the cost of a new one (which also are being built)!"
